13-12-2020 21:26:15.003 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 6956 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:26:18.570 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 21:26:18.572 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 21:26:18.847 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 21:26:18.847 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3662 ms
13-12-2020 21:26:19.417 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 21:26:19.559 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 21:26:19.846 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 21:26:20.038 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:26:23.252 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 21:26:24.557 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 21:26:24.606 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 21:26:24.671 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 21:26:24.755 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Reader (class must be instantiated by Interceptor)
13-12-2020 21:26:24.850 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 21:26:24.959 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 21:26:25.329 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:26:28.375 INFO  [main] o.a.catalina.core.StandardService - Stopping service [Tomcat]
13-12-2020 21:26:28.401 INFO  [main] o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
13-12-2020 21:26:57.926 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 2636 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:26:57.933 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 21:26:59.740 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 21:27:00.007 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 247ms. Found 13 JPA repository interfaces.
13-12-2020 21:27:00.517 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:27:00.523 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:27:00.526 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@6f012914' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:27:00.529 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:27:00.536 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:27:00.994 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 21:27:01.005 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 21:27:01.006 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 21:27:01.007 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 21:27:01.313 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 21:27:01.313 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3216 ms
13-12-2020 21:27:01.881 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 21:27:01.986 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 21:27:02.176 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 21:27:02.320 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:27:05.451 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 21:27:06.467 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 21:27:06.528 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 21:27:06.594 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 21:27:06.696 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Reader (class must be instantiated by Interceptor)
13-12-2020 21:27:06.770 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 21:27:06.891 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 21:27:07.259 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:27:10.293 INFO  [main] o.a.catalina.core.StandardService - Stopping service [Tomcat]
13-12-2020 21:27:10.314 INFO  [main] o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
13-12-2020 21:35:53.400 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 4868 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:35:53.406 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 21:35:55.515 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 21:35:55.838 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 296ms. Found 13 JPA repository interfaces.
13-12-2020 21:35:56.531 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:35:56.537 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:35:56.543 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@693e4d19' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:35:56.546 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:35:56.558 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:35:57.198 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 21:35:57.213 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 21:35:57.214 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 21:35:57.215 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 21:35:57.569 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 21:35:57.569 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4015 ms
13-12-2020 21:35:57.965 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 21:35:58.195 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 21:35:58.478 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 21:35:58.653 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:36:01.942 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 21:36:03.026 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 21:36:03.072 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 21:36:03.120 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 21:36:03.199 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Reader (class must be instantiated by Interceptor)
13-12-2020 21:36:03.276 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 21:36:03.365 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 21:36:03.664 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:36:06.707 INFO  [main] o.a.catalina.core.StandardService - Stopping service [Tomcat]
13-12-2020 21:36:06.731 INFO  [main] o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
13-12-2020 21:41:36.805 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 5988 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:41:36.811 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 21:41:38.434 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 21:41:38.653 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 206ms. Found 13 JPA repository interfaces.
13-12-2020 21:41:39.395 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:41:39.400 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:41:39.404 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@16fe9c29' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:41:39.407 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:41:39.432 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:41:39.811 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 21:41:39.822 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 21:41:39.823 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 21:41:39.824 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 21:41:40.082 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 21:41:40.082 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3183 ms
13-12-2020 21:41:40.558 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 21:41:40.657 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 21:41:40.825 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 21:41:40.992 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:41:44.139 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 21:41:45.246 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 21:41:45.289 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 21:41:45.342 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 21:41:45.411 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Reader (class must be instantiated by Interceptor)
13-12-2020 21:41:45.468 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 21:41:45.593 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 21:41:45.928 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:41:48.954 INFO  [main] o.a.catalina.core.StandardService - Stopping service [Tomcat]
13-12-2020 21:41:48.995 INFO  [main] o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
13-12-2020 21:45:10.815 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 8044 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:45:10.824 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 21:45:12.795 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 21:45:13.064 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 253ms. Found 13 JPA repository interfaces.
13-12-2020 21:45:13.665 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:45:13.695 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:45:13.700 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@c3fa05a' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:45:13.702 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:45:13.710 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:45:14.128 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 21:45:14.145 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 21:45:14.147 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 21:45:14.147 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 21:45:14.437 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 21:45:14.437 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3489 ms
13-12-2020 21:45:14.985 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 21:45:15.180 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 21:45:15.628 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 21:45:15.854 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:45:19.018 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 21:45:20.371 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 21:45:20.488 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 21:45:20.584 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 21:45:20.716 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Reader (class must be instantiated by Interceptor)
13-12-2020 21:45:20.810 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 21:45:20.973 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 21:45:21.622 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:45:24.654 INFO  [main] o.a.catalina.core.StandardService - Stopping service [Tomcat]
13-12-2020 21:45:24.684 INFO  [main] o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
13-12-2020 21:58:30.038 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 19692 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:58:30.044 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 21:58:32.437 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 21:58:32.706 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 250ms. Found 13 JPA repository interfaces.
13-12-2020 21:58:33.464 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:58:33.471 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
